game_id,game_status,game_stadium_id,game_stadium_name,away_team_id,away_team_name,home_team_id,home_team_name,home_team_score,away_team_score,season,week_str
14723,中止,68,富士通スタジアム川崎,tokyogas,東京ガス,fujitsu,富士通,,,2021,春季1節
14724,中止,68,富士通スタジアム川崎,rise,ノジマ相模原,obic,オービック,,,2021,春季1節
14725,中止,68,富士通スタジアム川崎,hel-lions,オール三菱,ibm,IBM,,,2021,春季1節
14726,中止,68,富士通スタジアム川崎,hel-lions,オール三菱,fujitsu,富士通,,,2021,春季2節
14728,中止,68,富士通スタジアム川崎,ibm,IBM,obic,オービック,,,2021,春季2節
14729,中止,68,富士通スタジアム川崎,rise,ノジマ相模原,tokyogas,東京ガス,,,2021,春季2節
15869,試合終了,68,富士通スタジアム川崎,rise,ノジマ相模原,fujitsu,富士通,49,17,2021,秋季1節
15871,試合終了,87,神戸市王子スタジアム,tokyogas,東京ガス,impulse,パナソニック,71,0,2021,秋季1節
15870,中止,68,富士通スタジアム川崎,hel-lions,オール三菱,obic,オービック,,,2021,秋季1節
15872,試合終了,82,MKタクシーフィールドエキスポ,ibm,IBM,elecom,エレコム神戸,26,26,2021,秋季1節
15873,試合終了,57,第一カッターフィールド(秋津サッカー場),ibm,IBM,obic,オービック,41,20,2021,秋季2節
15875,試合終了,82,MKタクシーフィールドエキスポ,rise,ノジマ相模原,impulse,パナソニック,24,10,2021,秋季2節
15876,中止,82,MKタクシーフィールドエキスポ,hel-lions,オール三菱,elecom,エレコム神戸,,,2021,秋季2節
15874,試合終了,68,富士通スタジアム川崎,tokyogas,東京ガス,fujitsu,富士通,32,22,2021,秋季2節
15877,中止,68,富士通スタジアム川崎,hel-lions,オール三菱,fujitsu,富士通,,,2021,秋季3節
15878,試合終了,68,富士通スタジアム川崎,rise,ノジマ相模原,obic,オービック,24,0,2021,秋季3節
15879,試合終了,82,MKタクシーフィールドエキスポ,ibm,IBM,impulse,パナソニック,65,17,2021,秋季3節
15880,試合終了,82,MKタクシーフィールドエキスポ,tokyogas,東京ガス,elecom,エレコム神戸,23,27,2021,秋季3節
15881,試合終了,68,富士通スタジアム川崎,ibm,IBM,fujitsu,富士通,63,24,2021,秋季4節
15882,試合終了,68,富士通スタジアム川崎,tokyogas,東京ガス,obic,オービック,23,0,2021,秋季4節
15883,中止,82,MKタクシーフィールドエキスポ,hel-lions,オール三菱,impulse,パナソニック,,,2021,秋季4節
15884,試合終了,82,MKタクシーフィールドエキスポ,rise,ノジマ相模原,elecom,エレコム神戸,14,20,2021,秋季4節
15885,試合終了,70,相模原ギオンスタジアム,tokyogas,東京ガス,rise,ノジマ相模原,33,7,2021,秋季5節
15886,試合終了,68,富士通スタジアム川崎,hel-lions,オール三菱,ibm,IBM,70,0,2021,秋季5節
15887,試合終了,16246,ヨドコウ桜スタジアム,fujitsu,富士通,elecom,エレコム神戸,11,19,2021,秋季5節
15888,試合終了,16246,ヨドコウ桜スタジアム,obic,オービック,impulse,パナソニック,13,6,2021,秋季5節
15889,試合終了,68,富士通スタジアム川崎,impulse,パナソニック,fujitsu,富士通,20,26,2021,秋季6節
15890,試合終了,68,富士通スタジアム川崎,rise,ノジマ相模原,ibm,IBM,32,28,2021,秋季6節
15891,試合終了,68,富士通スタジアム川崎,elecom,エレコム神戸,obic,オービック,38,21,2021,秋季6節
15892,試合終了,68,富士通スタジアム川崎,hel-lions,オール三菱,tokyogas,東京ガス,30,21,2021,秋季6節
15893,試合終了,68,富士通スタジアム川崎,rise,ノジマ相模原,hel-lions,オール三菱,3,40,2021,秋季7節
15894,試合終了,68,富士通スタジアム川崎,tokyogas,東京ガス,ibm,IBM,34,26,2021,秋季7節
15896,試合終了,87,神戸市王子スタジアム,elecom,エレコム神戸,impulse,パナソニック,52,7,2021,秋季7節
15895,試合終了,68,富士通スタジアム川崎,obic,オービック,fujitsu,富士通,14,13,2021,秋季7節
15900,試合終了,85,ヤンマースタジアム長居,ibm,IBM,impulse,パナソニック,38,31,2021,ポスト
16190,試合終了,66,横浜スタジアム,obic,オービック,fujitsu,富士通,17,10,2021,ポスト
26887,試合終了,59,東京ドーム,fujitsu,富士通,impulse,パナソニック,18,24,2021,ポスト
14720,中止,68,富士通スタジアム川崎,minervaafc,富士フイルム海老名,dentsu,電通,,,2021,春季1節
14721,中止,68,富士通スタジアム川崎,deers,ディアーズ,silver,アサヒビール,,,2021,春季1節
14722,中止,68,富士通スタジアム川崎,eagles,警視庁,bullseyes,ブルザイズ,,,2021,春季1節
14727,中止,68,富士通スタジアム川崎,bulls,BULLS,eagles,警視庁,,,2021,春季2節
14730,中止,68,富士通スタジアム川崎,dentsu,電通,silver,アサヒビール,,,2021,春季2節
14731,中止,68,富士通スタジアム川崎,minervaafc,富士フイルム海老名,deers,ディアーズ,,,2021,春季2節
14732,中止,68,富士通スタジアム川崎,bulls,BULLS,bullseyes,ブルザイズ,,,2021,春季3節
15902,試合終了,68,富士通スタジアム川崎,dentsu,電通,deers,ディアーズ,21,16,2021,秋季1節
15903,試合終了,68,富士通スタジアム川崎,bulls,BULLS,bullseyes,ブルザイズ,14,7,2021,秋季1節
15906,試合終了,87,神戸市王子スタジアム,fukuoka-suns,otonari福岡,challengers,アサヒ飲料,29,27,2021,秋季1節
15904,試合終了,68,富士通スタジアム川崎,pirates,パイレーツ,silver,アサヒビール,36,3,2021,秋季1節
15907,試合終了,87,神戸市王子スタジアム,blackeagles,アズワン,nagoya,名古屋,3,17,2021,秋季1節
15908,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,deers,ディアーズ,38,0,2021,秋季2節
15909,試合終了,68,富士通スタジアム川崎,bulls,BULLS,dentsu,電通,43,7,2021,秋季2節
15912,試合終了,87,神戸市王子スタジアム,nagoya,名古屋,challengers,アサヒ飲料,49,12,2021,秋季2節
15913,試合終了,87,神戸市王子スタジアム,blackeagles,アズワン,fukuoka-suns,otonari福岡,38,17,2021,秋季2節
15910,試合終了,68,富士通スタジアム川崎,eagles,警視庁,pirates,パイレーツ,3,31,2021,秋季2節
15911,試合終了,68,富士通スタジアム川崎,minervaafc,富士フイルム海老名,silver,アサヒビール,37,7,2021,秋季2節
15914,試合終了,68,富士通スタジアム川崎,bulls,BULLS,deers,ディアーズ,62,0,2021,秋季3節
15915,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,dentsu,電通,49,18,2021,秋季3節
15916,試合終了,68,富士通スタジアム川崎,minervaafc,富士フイルム海老名,pirates,パイレーツ,24,21,2021,秋季3節
15917,試合終了,68,富士通スタジアム川崎,eagles,警視庁,silver,アサヒビール,20,0,2021,秋季3節
15918,試合終了,82,MKタクシーフィールドエキスポ,blackeagles,アズワン,challengers,アサヒ飲料,28,10,2021,秋季3節
15919,試合終了,82,MKタクシーフィールドエキスポ,nagoya,名古屋,fukuoka-suns,otonari福岡,24,10,2021,秋季3節
15920,試合終了,68,富士通スタジアム川崎,bulls,BULLS,minervaafc,富士フイルム海老名,20,3,2021,秋季4節
15921,試合終了,68,富士通スタジアム川崎,nagoya,名古屋,dentsu,電通,17,3,2021,秋季4節
15922,試合終了,68,富士通スタジアム川崎,deers,ディアーズ,silver,アサヒビール,15,10,2021,秋季4節
15923,試合終了,68,富士通スタジアム川崎,fukuoka-suns,otonari福岡,pirates,パイレーツ,17,28,2021,秋季4節
15924,試合終了,82,MKタクシーフィールドエキスポ,bullseyes,ブルザイズ,challengers,アサヒ飲料,45,0,2021,秋季4節
15925,試合終了,82,MKタクシーフィールドエキスポ,eagles,警視庁,blackeagles,アズワン,18,20,2021,秋季4節
15926,試合終了,68,富士通スタジアム川崎,bulls,BULLS,eagles,警視庁,14,13,2021,秋季5節
15930,試合終了,72,名古屋市港サッカー場,silver,アサヒビール,nagoya,名古屋,0,30,2021,秋季5節
15931,試合終了,87,神戸市王子スタジアム,deers,ディアーズ,challengers,アサヒ飲料,43,25,2021,秋季5節
16195,試合終了,68,富士通スタジアム川崎,fukuoka-suns,otonari福岡,minervaafc,富士フイルム海老名,9,20,2021,秋季5節
16196,試合終了,66,横浜スタジアム,dentsu,電通,pirates,パイレーツ,14,7,2021,秋季5節
16197,試合終了,66,横浜スタジアム,blackeagles,アズワン,bullseyes,ブルザイズ,21,31,2021,秋季5節
16198,試合終了,66,横浜スタジアム,eagles,警視庁,minervaafc,富士フイルム海老名,16,21,2021,秋季5節
15937,試合終了,82,MKタクシーフィールドエキスポ,bulls,BULLS,blackeagles,アズワン,28,0,2021,秋季6節
15932,試合終了,16171,東平尾公園博多の森陸上競技場,dentsu,電通,fukuoka-suns,otonari福岡,55,7,2021,秋季6節
15933,試合終了,68,富士通スタジアム川崎,minervaafc,富士フイルム海老名,deers,ディアーズ,31,0,2021,秋季6節
15934,試合終了,68,富士通スタジアム川崎,challengers,アサヒ飲料,silver,アサヒビール,38,28,2021,秋季6節
15935,試合終了,68,富士通スタジアム川崎,nagoya,名古屋,eagles,警視庁,11,14,2021,秋季6節
15936,試合終了,68,富士通スタジアム川崎,bullseyes,ブルザイズ,pirates,パイレーツ,21,3,2021,秋季6節
14833,中止,82,MKタクシーフィールドエキスポ,blackeagles,アズワン,impulse,パナソニック,,,2021,グリーンボウルトーナメント
14834,中止,82,MKタクシーフィールドエキスポ,fukuoka-suns,otonari福岡,elecom,エレコム神戸,,,2021,グリーンボウルトーナメント
14835,中止,82,MKタクシーフィールドエキスポ,https://xleague.jp/score/14835,中止,,,,,2021,グリーンボウルトーナメント
14836,中止,82,MKタクシーフィールドエキスポ,https://xleague.jp/score/14836,中止,,,,,2021,グリーンボウルトーナメント
14837,中止,72,名古屋市港サッカー場,fighters,ファイターズ,nagoya,名古屋,,,2021,グリーンボウルチャレンジ
14838,中止,82,MKタクシーフィールドエキスポ,osakagas,大阪ガス,nagoya,名古屋,,,2021,グリーンボウルチャレンジ
